"Player","Source","Target","Value"
"Alex Alegría","Real Betis Balompié","Levante UD","Loan fee:0"
"Felipe Gutiérrez","Real Betis Balompié","Sporting Kansas City","0"
"Roman Zozulya","Real Betis Balompié","Albacete Balompié","0"
"Manu Herrera","Real Betis Balompié","CA Osasuna","0"
"Álex Martínez","Real Betis Balompié","Granada CF","0"
"Álvaro Cejudo","Real Betis Balompié","Western Sydney Wanderers","0"
"Rubén Castro","Real Betis Balompié","Guizhou Hengfeng","Loan fee:0"
"Juan Narváez","Real Betis Balompié","Córdoba CF","Loan fee:0"
"Darko Brasanac","Real Betis Balompié","CD Leganés","Loan fee:0"
"Didier Digard","Real Betis Balompié","Free agent","0"
"Ryan Donk","Real Betis Balompié","Galatasaray SK","Loan End"
"Guilherme","Udinese Calcio","Deportivo de La Coruña","4500000"
"Juanfran","Watford FC","Deportivo de La Coruña","1000000"
"Gerard Valentín","Gimnàstic de Tarragona","Deportivo de La Coruña","1000000"
"Costel Pantilimon","Watford FC","Deportivo de La Coruña","Loan fee:0"
"Lucas Pérez","Arsenal FC","Deportivo de La Coruña","Loan fee:0"
"Adrián López","FC Porto","Deportivo de La Coruña","Loan fee:0"
"Maksym Koval","Dynamo Kyiv","Deportivo de La Coruña","Loan fee:0"
"Federico Valverde","Real Madrid Castilla","Deportivo de La Coruña","Loan fee:0"
"Sulley Muntari","Free agent","Deportivo de La Coruña","0"
"Pablo Insua","CD Leganés","Deportivo de La Coruña","Loan End"
"Oriol Riera","CA Osasuna","Deportivo de La Coruña","Loan End"
"Rubén Martínez","RSC Anderlecht","Deportivo de La Coruña","Loan End"
"Rober Pier","Levante UD","Deportivo de La Coruña","Loan End"
"Borja Valle","Elche CF","Deportivo de La Coruña","Loan End"
"Juan Domínguez","RCD Mallorca","Deportivo de La Coruña","Loan End"
"Saúl García","RCD Mallorca","Deportivo de La Coruña","Loan End"
"Federico Cartabia","SC Braga","Deportivo de La Coruña","Loan End"
"Alejandro Arribas","Deportivo de La Coruña","UNAM Pumas","2000000"
"Fayçal Fajr","Deportivo de La Coruña","Getafe CF","0"
"Juan Domínguez","Deportivo de La Coruña","CF Reus Deportiu","0"
"Germán Lux","Deportivo de La Coruña","Club Atlético River Plate","0"
"Laure","Deportivo de La Coruña","AD Alcorcón","0"
"Oriol Riera","Deportivo de La Coruña","Western Sydney Wanderers","0"
"Saúl García","Deportivo de La Coruña","CD Numancia","Loan fee:0"
"Álex Bergantiños","Deportivo de La Coruña","Sporting Gijón","Loan fee:0"
"Rober Pier","Deportivo de La Coruña","Levante UD","Loan fee:0"
"Costel Pantilimon","Deportivo de La Coruña","Watford FC","Loan End"
"Bruno Gama","Deportivo de La Coruña","Free agent","0"
"Ola John","Deportivo de La Coruña","SL Benfica","Loan End"
"Juanfran","Deportivo de La Coruña","Watford FC","Loan End"
"Joselu","Deportivo de La Coruña","Stoke City","Loan End"
"Davy Roef","Deportivo de La Coruña","RSC Anderlecht","Loan End"
"Marlos Moreno","Deportivo de La Coruña","Manchester City","Loan End"
"Gaël Kakuta","Deportivo de La Coruña","Hebei China Fortune","Loan End"
"Guilherme","Deportivo de La Coruña","Udinese Calcio","Loan End"
"Dimitrios Siovas","Olympiacos Piraeus","CD Leganés","3000000"
"Ezequiel Muñoz","Genoa CFC","CD Leganés","2500000"
"Tito","Granada CF","CD Leganés","600000"
"Yahya Al-Shehri","Al-Nasr Riyadh","CD Leganés","Loan fee:0"
"Iván Cuéllar","Sporting Gijón","CD Leganés","0"
"Nordin Amrabat","Watford FC","CD Leganés","Loan fee:0"
"Nereo Champagne","Olimpo de Bahía Blanca","CD Leganés","Loan fee:0"
"José Naranjo","KRC Genk","CD Leganés","Loan fee:0"
"Owusu","Sporting Club Accra","CD Leganés","?"
"Josua Mejías","Carabobo FC","CD Leganés","Loan fee:0"
"Erik Morán","CD Leganés","AEK Athens","130000"
"Víctor Díaz","CD Leganés","Granada CF","0"
"Alberto Martín","CD Leganés","Granada CF","0"
"David Timor","CD Leganés","Girona FC","0"
"Owusu","CD Leganés","Real Oviedo","Loan fee:0"
"Mamadou Koné","CD Leganés","KAS Eupen","Loan fee:0"
"Josua Mejías","CD Leganés","FC Cartagena","Loan fee:0"
"Yahya Al-Shehri","CD Leganés","Al-Nasr Riyadh","Loan End"
"Luciano Neves","CD Leganés","Sport Club Corinthians Paulista","Loan End"
"Dimitrios Siovas","CD Leganés","Olympiacos Piraeus","Loan End"
"Tito","CD Leganés","Granada CF","Loan End"
"Darwin Machís","CD Leganés","Granada CF","Loan End"
"Samu García","CD Leganés","Rubin Kazan","Loan End"
"Nereo Champagne","CD Leganés","Olimpo de Bahía Blanca","Loan End"
"Alberto Bueno","CD Leganés","FC Porto","Loan End"
"Emmanuel Boateng","Moreirense FC","Levante UD","2000000"
"Armando Sadiku","Legia Warszawa","Levante UD","1500000"
"Enis Bardhi","Újpest FC","Levante UD","1500000"
"Ivi","Sevilla Atlético","Levante UD","1200000"
"Oier Olazábal","Granada CF","Levante UD","200000"
"Samu García","Rubin Kazan","Levante UD","0"
"Rubén Rochina","Rubin Kazan","Levante UD","Loan fee:0"
"Fahad Al-Muwallad","Al-Ittihad Jeddah","Levante UD","Loan fee:0"
"Erick Cabaco","Club Nacional","Levante UD","Loan fee:0"
"Giampaolo Pazzini","Hellas Verona","Levante UD","Loan fee:0"
"Sasa Lukic","Torino FC","Levante UD","Loan fee:0"
"Deyverson","Levante UD","Sociedade Esportiva Palmeiras","5200000"
"Mitchell Langerak","Levante UD","Nagoya Grampus","1450000"
"Natxo Insa","Levante UD","Johor Darul Ta'zim FC","400000"
"Víctor Casadesús","Levante UD","CD Tenerife","0"
"Esteban Saveljich","Levante UD","Albacete Balompié","Loan fee:0"
"Rubén García","Levante UD","Sporting Gijón","Loan fee:0"
"Verza","Levante UD","UD Almería","Loan fee:0"
"Javier Espinosa","Levante UD","Granada CF","Loan fee:0"
"Abraham Minero","Levante UD","Real Zaragoza","Loan End"
"Oier Olazábal","Levante UD","Granada CF","Loan End"
"Bernardo Espinosa","Middlesbrough FC","Girona FC","4500000"
"Farid Boulaya","SC Bastia","Girona FC","?"
"Douglas Luiz","Manchester City","Girona FC","Loan fee:0"
"Johan Mojica","Rayo Vallecano","Girona FC","Loan fee:0"
"Cristhian Stuani","Middlesbrough FC","Girona FC","?"
"Aleix García","Manchester City","Girona FC","Loan fee:0"
"Olarenwaju Kayode","Manchester City","Girona FC","Loan fee:0"
"Michael Olunga","Guizhou Hengfeng","Girona FC","Loan fee:0"
"Pablo Maffeo","Manchester City","Girona FC","Loan fee:0"
"Marc Muniesa","Stoke City","Girona FC","Loan fee:0"
"Marlos Moreno","Manchester City","Girona FC","Loan fee:0"
"Manel Martínez","Lorca FC","Girona FC","Loan End"
"Fran Sandaza","Al Ahli Sports Club","Girona FC","Loan End"
"Albert Vivancos","UE Llagostera","Girona FC","Loan End"
"Carles Mas","CF Gavà","Girona FC","Loan End"
"Carles Mas","Girona FC","UE Olot","0"
"Cristian Herrera","Girona FC","CD Lugo","0"
"Felipe Sanchón","Girona FC","CE Sabadell","0"
"Kiko Olivas","Girona FC","Real Valladolid CF","0"
"Fran Sandaza","Girona FC","Qingdao Huanghai","0"
"Albert Vivancos","Girona FC","UCAM Murcia CF","0"
"René","Girona FC","UD Almería","0"
"Sebas Coris","Girona FC","CA Osasuna","Loan fee:0"
"Rubén Alcaraz","Girona FC","UD Almería","Loan fee:0"
"Olarenwaju Kayode","Girona FC","Manchester City","Loan End"
"Richy","Girona FC","Retired","0"
"Marlos Moreno","Girona FC","Manchester City","Loan End"
"Johan Mojica","Girona FC","Rayo Vallecano","Loan End"
"Pablo Marí","Girona FC","Manchester City","Loan End"
"Samuele Longo","Girona FC","Inter Milan","Loan End"
"Djené","Sint-Truidense VV","Getafe CF","2500000"
"Filip Manojlovic","Red Star Belgrade","Getafe CF","1250000"
"Álvaro Jiménez","Real Madrid Castilla","Getafe CF","1000000"
"Mathí­as Olivera","Club Nacional","Getafe CF","850000"
"Chuli","UD Almería","Getafe CF","700000"
"Merveil Ndockyt","KF Tirana","Getafe CF","400000"
"Ángel Rodríguez","Real Zaragoza","Getafe CF","0"
"Gaku Shibasaki","CD Tenerife","Getafe CF","0"
"Vitorino Antunes","Dynamo Kyiv","Getafe CF","Loan fee:0"
"Leandro Cabrera","FC Crotone","Getafe CF","Loan fee:0"
"Mauro Arambarri","Club Atlético Boston River","Getafe CF","Loan fee:0"
"Emiliano Martínez","Arsenal FC","Getafe CF","Loan fee:0"
"Jefferson Montero","Swansea City","Getafe CF","Loan fee:0"
"Stefan Scepovic","Sporting Gijón","Getafe CF","Loan End"
"Mathieu Flamini","Free agent","Getafe CF","0"
"Karim Yoda","UD Almería","Getafe CF","Loan End"
"Rolf Feltscher","Real Zaragoza","Getafe CF","Loan End"
"Johannes van den Bergh","SpVgg Greuther Fürth","Getafe CF","Loan End"
"Juan Cala","Getafe CF","Henan Jianye","1600000"
"Nicolás Gorosito","Getafe CF","Albacete Balompié","0"
"Karim Yoda","Getafe CF","CF Reus Deportiu","Loan fee:0"
"Rubén Yáñez","Getafe CF","Cádiz CF","Loan fee:0"
"Cata Díaz","Getafe CF","CF Fuenlabrada","0"
"Carlos Peña","Getafe CF","Lorca FC","0"
"Chuli","Getafe CF","CD Lugo","Loan fee:0"
"Jefferson Montero","Getafe CF","CS Emelec","Loan fee:0"
"Alberto García","Getafe CF","Rayo Vallecano","Loan fee:0"
"Emiliano Buendía","Getafe CF","Cultural Leonesa","Loan fee:0"
"Stefan Scepovic","Getafe CF","Sporting Gijón","Loan fee:0"
"Alejandro Faurlín","Getafe CF","CD Cruz Azul","?"
"Rolf Feltscher","Getafe CF","Free agent","0"
"Johannes van den Bergh","Getafe CF","Free agent","0"
"Robert Ibáñez","Getafe CF","CA Osasuna","Loan fee:0"
"David Fuster","Getafe CF","Retired","0"
"Facundo Castillón","Getafe CF","Racing Club de Avellaneda","Loan End"
"Álvaro Jiménez","Getafe CF","Real Madrid Castilla","Loan End"
"Paul Anton","Getafe CF","Dinamo Bukarest","Loan End"
"Danny Drinkwater","Leicester City","Chelsea FC","37900000"
"Antonio Rüdiger","AS Roma","Chelsea FC","35000000"
"Davide Zappacosta","Torino FC","Chelsea FC","25000000"
"Emerson","AS Roma","Chelsea FC","20000000"
"Olivier Giroud","Arsenal FC","Chelsea FC","17000000"
"Ross Barkley","Everton FC","Chelsea FC","16900000"
"Willy Caballero","Manchester City","Chelsea FC","0"
"Todd Kane","Oxford United","Chelsea FC","Loan End"
"Ola Aina","Hull City","Chelsea FC","Loan End"
"Tomás Kalas","Fulham FC","Chelsea FC","Loan End"
"Lewis Baker","Middlesbrough FC","Chelsea FC","Loan End"
"Tammy Abraham","Swansea City","Chelsea FC","Loan End"
"Kurt Zouma","Stoke City","Chelsea FC","Loan End"
"Jamal Blackman","Sheffield United","Chelsea FC","Loan End"
"Kenedy","Newcastle United","Chelsea FC","Loan End"
"Lucas Piazón","Fulham FC","Chelsea FC","Loan End"
"Ruben Loftus-Cheek","Crystal Palace","Chelsea FC","Loan End"
"Michael Hector","Hull City","Chelsea FC","Loan End"
"Jeremie Boga","Birmingham City","Chelsea FC","Loan End"
"Wallace Oliveira","Grêmio Foot-Ball Porto Alegrense","Chelsea FC","Loan End"
"Cristian Cuevas","Sint-Truidense VV","Chelsea FC","Loan End"
"Matt Miazga","Vitesse Arnhem","Chelsea FC","Loan End"
"Matej Delac","Royal Excel Mouscron ","Chelsea FC","Loan End"
"Danilo Pantic","Excelsior Rotterdam","Chelsea FC","Loan End"
"Kenneth Omeruo","Aytemiz Alanyaspor","Chelsea FC","Loan End"
"Christian Atsu","Newcastle United","Chelsea FC","Loan End"
"Lewis Baker","Vitesse Arnhem","Chelsea FC","Loan End"
"Nathan","Vitesse Arnhem","Chelsea FC","Loan End"
"Bertrand Traoré","Ajax Amsterdam","Chelsea FC","Loan End"
"Mario Pasalic","AC Milan","Chelsea FC","Loan End"
"Juan Cuadrado","Juventus FC","Chelsea FC","Loan End"
"Nemanja Matic","Chelsea FC","Manchester United","44700000"
"Nathan Aké","Chelsea FC","AFC Bournemouth","22800000"
"Juan Cuadrado","Chelsea FC","Juventus FC","20000000"
"Asmir Begovic","Chelsea FC","AFC Bournemouth","11500000"
"Kurt Zouma","Chelsea FC","Stoke City","Loan fee:7800000"
"Christian Atsu","Chelsea FC","Newcastle United","7500000"
"Nathaniel Chalobah","Chelsea FC","Watford FC","6300000"
"Charly Musonda Jr.","Chelsea FC","Celtic FC","Loan fee:2500000"
"Todd Kane","Chelsea FC","FC Groningen","Loan fee:0"
"Danilo Pantic","Chelsea FC","FK Partizan Belgrade","Loan fee:0"
"John Terry","Chelsea FC","Aston Villa","0"
"Ola Aina","Chelsea FC","Hull City","Loan fee:0"
"Jamal Blackman","Chelsea FC","Sheffield United","Loan fee:0"
"Mario Pasalic","Chelsea FC","Spartak Moscow","Loan fee:0"
"Jeremie Boga","Chelsea FC","Birmingham City","Loan fee:0"
"Kenedy","Chelsea FC","Newcastle United","Loan fee:0"
"Michael Hector","Chelsea FC","Hull City","Loan fee:0"
"Matt Miazga","Chelsea FC","Vitesse Arnhem","Loan fee:0"
"Kenneth Omeruo","Chelsea FC","Kasimpasa","Loan fee:0"
"Tammy Abraham","Chelsea FC","Swansea City","Loan fee:0"
"Ruben Loftus-Cheek","Chelsea FC","Crystal Palace","Loan fee:0"
"Tomás Kalas","Chelsea FC","Fulham FC","Loan fee:0"
"Lewis Baker","Chelsea FC","Middlesbrough FC","Loan fee:0"
"Cristian Cuevas","Chelsea FC","FC Twente Enschede","Loan fee:0"
"Davinson Sánchez","Ajax Amsterdam","Tottenham Hotspur","40000000"
"Fernando Llorente","Swansea City","Tottenham Hotspur","15100000"
"Juan Foyth","Estudiantes de La Plata","Tottenham Hotspur","13000000"
"Paulo Gazzaniga","Southampton FC","Tottenham Hotspur","?"
"Cameron Carter-Vickers","Sheffield United","Tottenham Hotspur","Loan End"
"Georges-Kevin N'Koudou","Burnley FC","Tottenham Hotspur","Loan End"
"Josh Onomah","Aston Villa","Tottenham Hotspur","Loan End"
"Cameron Carter-Vickers","Ipswich Town","Tottenham Hotspur","Loan End"
"Federico Fazio","AS Roma","Tottenham Hotspur","Loan End"
"Kyle Walker","Tottenham Hotspur","Manchester City","51000000"
"Kevin Wimmer","Tottenham Hotspur","Stoke City","19400000"
"Federico Fazio","Tottenham Hotspur","AS Roma","3200000"
"Vincent Janssen","Tottenham Hotspur","Fenerbahce SK","Loan fee:2500000"
"Cameron Carter-Vickers","Tottenham Hotspur","Ipswich Town","Loan fee:0"
"Georges-Kevin N'Koudou","Tottenham Hotspur","Burnley FC","Loan fee:0"
"Josh Onomah","Tottenham Hotspur","Aston Villa","Loan fee:0"
"Ederson","SL Benfica","Manchester City","40000000"
"Douglas Luiz","Club de Regatas Vasco da Gama","Manchester City","12000000"
"Jack Harrison","New York City FC","Manchester City","4000000"
"Olarenwaju Kayode","Austria Vienna","Manchester City","3800000"
"Luka Ilic","Red Star Belgrade","Manchester City","2500000"
"Mix Diskerud","New York City FC","Manchester City","0"
"Erik Palmer-Brown","Sporting Kansas City","Manchester City","0"
"Patrick Roberts","Celtic FC","Manchester City","Loan End"
"Joe Hart","West Ham United","Manchester City","Loan End"
"Eliaquim Mangala","Everton FC","Manchester City","Loan End"
"Angus Gunn","Norwich City","Manchester City","Loan End"
"Jack Harrison","Middlesbrough FC","Manchester City","Loan End"
"Olivier Ntcham","Genoa CFC","Manchester City","Loan End"
"Joe Hart","Torino FC","Manchester City","Loan End"
"Bruno Zuculini","Hellas Verona","Manchester City","Loan End"
"Enes Ünal","FC Twente Enschede","Manchester City","Loan End"
"Oleksandr Zinchenko","PSV Eindhoven","Manchester City","Loan End"
"Kelechi Iheanacho","Manchester City","Leicester City","27700000"
"Wilfried Bony","Manchester City","Swansea City","13000000"
"Aaron Mooy","Manchester City","Huddersfield Town","9100000"
"Fernando","Manchester City","Galatasaray SK","5250000"
"Olivier Ntcham","Manchester City","Celtic FC","5000000"
"Aleksandar Kolarov","Manchester City","AS Roma","5000000"
"Samir Nasri","Manchester City","Antalyaspor","3500000"
"Joe Hart","Manchester City","West Ham United","Loan fee:2300000"
"Bruno Zuculini","Manchester City","Hellas Verona","1250000"
"Jason Denayer","Manchester City","Galatasaray SK","Loan fee:500000"
"Pablo Zabaleta","Manchester City","West Ham United","0"
"Luka Ilic","Manchester City","Red Star Belgrade","Loan fee:0"
"Gaël Clichy","Manchester City","Basaksehir","0"
"Eliaquim Mangala","Manchester City","Everton FC","Loan fee:0"
"Pablo Marí","Manchester City","NAC Breda","Loan fee:0"
"Erik Palmer-Brown","Manchester City","KV Kortrijk","Loan fee:0"
"Angus Gunn","Manchester City","Norwich City","Loan fee:0"
"Patrick Roberts","Manchester City","Celtic FC","Loan fee:0"
"Jack Harrison","Manchester City","Middlesbrough FC","Loan fee:0"
"Mix Diskerud","Manchester City","IFK Göteborg","Loan fee:0"
"Anthony Cáceres","Manchester City","Al-Wasl Sports Club","Loan fee:0"
"Bacary Sagna","Manchester City","Free agent","0"
"Virgil van Dijk","Southampton FC","Liverpool FC","78800000"
"Mohamed Salah","AS Roma","Liverpool FC","42000000"
"Alex Oxlade-Chamberlain","Arsenal FC","Liverpool FC","38000000"
"Andrew Robertson","Hull City","Liverpool FC","9000000"
"Tony Gallacher","Falkirk FC","Liverpool FC","228000"
"Sheyi Ojo","Fulham FC","Liverpool FC","Loan End"
"Jon Flanagan","Bolton Wanderers","Liverpool FC","Loan End"
"Connor Randall","Heart of Midlothian FC","Liverpool FC","Loan End"
"Daniel Sturridge","West Bromwich Albion","Liverpool FC","Loan End"
"Marko Grujic","Cardiff City","Liverpool FC","Loan End"
"Andre Wisdom","Red Bull Salzburg","Liverpool FC","Loan End"
"Mamadou Sakho","Liverpool FC","Crystal Palace","28200000"
"Lucas Leiva","Liverpool FC","SS Lazio","5700000"
"Kevin Stewart","Liverpool FC","Hull City","4500000"
"Andre Wisdom","Liverpool FC","Derby County","2300000"
"Lazar Markovic","Liverpool FC","RSC Anderlecht","Loan fee:0"
"Connor Randall","Liverpool FC","Heart of Midlothian FC","Loan fee:0"
"Daniel Sturridge","Liverpool FC","West Bromwich Albion","Loan fee:0"
"Marko Grujic","Liverpool FC","Cardiff City","Loan fee:0"
"Jon Flanagan","Liverpool FC","Bolton Wanderers","Loan fee:0"
"Sheyi Ojo","Liverpool FC","Fulham FC","Loan fee:0"
"Alexander Manninger","Liverpool FC","Retired","0"
"Konstantinos Mavropanos","PAS Giannina","Arsenal FC","2100000"
"Henrikh Mkhitaryan","Manchester United","Arsenal FC","Swap"
"Krystian Bielik","Walsall FC","Arsenal FC","Loan End"
"Carl Jenkinson","Birmingham City","Arsenal FC","Loan End"
"Cohen Bramall","Birmingham City","Arsenal FC","Loan End"
"Wojciech Szczesny","AS Roma","Arsenal FC","Loan End"
"Joel Campbell","Sporting CP","Arsenal FC","Loan End"
"Theo Walcott","Arsenal FC","Everton FC","22500000"
"Wojciech Szczesny","Arsenal FC","Juventus FC","12200000"
"Kieran Gibbs","Arsenal FC","West Bromwich Albion","7500000"
"Alexis Sánchez","Arsenal FC","Manchester United","Swap"
"Krystian Bielik","Arsenal FC","Walsall FC","Loan fee:0"
"Chuba Akpom","Arsenal FC","Sint-Truidense VV","Loan fee:0"
"Cohen Bramall","Arsenal FC","Birmingham City","Loan fee:0"
"Carl Jenkinson","Arsenal FC","Birmingham City","Loan fee:0"
"Romelu Lukaku","Everton FC","Manchester United","84700000"
"Victor Lindelöf","SL Benfica","Manchester United","35000000"
"Sam Johnstone","Aston Villa","Manchester United","Loan End"
"Axel Tuanzebe","Aston Villa","Manchester United","Loan End"
"James Wilson","Sheffield United","Manchester United","Loan End"
"Cameron Borthwick-Jackson","Leeds United","Manchester United","Loan End"
"Timothy Fosu-Mensah","Crystal Palace","Manchester United","Loan End"
"Andreas Pereira","Granada CF","Manchester United","Loan End"
"Wayne Rooney","Manchester United","Everton FC","0"
"Axel Tuanzebe","Manchester United","Aston Villa","Loan fee:0"
"Sam Johnstone","Manchester United","Aston Villa","Loan fee:0"
"Guillermo Varela","Manchester United","CA Peñarol","?"
"Timothy Fosu-Mensah","Manchester United","Crystal Palace","Loan fee:0"
"James Wilson","Manchester United","Sheffield United","Loan fee:0"
"Cameron Borthwick-Jackson","Manchester United","Leeds United","Loan fee:0"
"Gylfi Sigurdsson","Swansea City","Everton FC","49400000"
"Michael Keane","Burnley FC","Everton FC","28500000"
"Jordan Pickford","Sunderland AFC","Everton FC","28500000"
"Davy Klaassen","Ajax Amsterdam","Everton FC","27000000"
"Cenk Tosun","Besiktas JK","Everton FC","22000000"
"Nikola Vlasic","HNK Hajduk Split","Everton FC","10800000"
"Henry Onyekuru","KAS Eupen","Everton FC","8000000"
"Cuco Martina","Southampton FC","Everton FC","0"
"Conor Grant","Crewe Alexandra","Everton FC","Loan End"
"Matthew Pennington","Leeds United","Everton FC","Loan End"
"Tyias Browning","Sunderland AFC","Everton FC","Loan End"
"Jose Baxter","Free agent","Everton FC","0"
"Brendan Galloway","Sunderland AFC","Everton FC","Loan End"
"Muhamed Besic","Middlesbrough FC","Everton FC","Loan End"
"Gerard Deulofeu","AC Milan","Everton FC","Loan End"
"Tom Cleverley","Watford FC","Everton FC","Loan End"
"Tom Cleverley","Everton FC","Watford FC","9300000"
